@@object,@@object_lifecycle_length,@@object_general_interaction_graph,@@ocel_lif_activity_A_Validating,@@ocel_lif_activity_A_Incomplete,@@ocel_lif_activity_W_Call incomplete files,@@ocel_lif_activity_A_Accepted,@@ocel_lif_activity_A_Concept,@@ocel_lif_activity_W_Validate application,@@ocel_lif_activity_W_Shortened completion ,@@ocel_lif_activity_O_Created,@@ocel_lif_activity_O_Returned,@@ocel_lif_activity_O_Sent (online only),@@ocel_lif_activity_A_Cancelled,@@ocel_lif_activity_W_Assess potential fraud,@@ocel_lif_activity_A_Pending,@@ocel_lif_activity_W_Call after offers,@@ocel_lif_activity_O_Create Offer,@@ocel_lif_activity_W_Personal Loan collection,@@ocel_lif_activity_W_Handle leads,@@ocel_lif_activity_A_Submitted,@@ocel_lif_activity_O_Refused,@@ocel_lif_activity_O_Sent (mail and online),@@ocel_lif_activity_A_Denied,@@ocel_lif_activity_A_Create Application,@@ocel_lif_activity_A_Complete,@@ocel_lif_activity_O_Cancelled,@@ocel_lif_activity_O_Accepted,@@ocel_lif_activity_W_Complete application,@@object_lifecycle_unq_act,cluster
 Application_1262510221 Offer_709747859,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1949570249 Offer_21998408,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_521369658 Offer_1829133583,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_308119592 Application_524025552 Offer_1935860033,27,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,1,0,1,1,2,2,1,23,4
 Application_1686765196 Offer_1121065636,23,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,0
 Application_1910083778 Offer_2009449665,24,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_176445556 Offer_928668013,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1898257449 Offer_2146313180,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_2113010979 Application_151252315 Offer_1857577289,24,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,22,4
 Offer_10642514 Application_338192588,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_546374946 Offer_2007925630 Offer_1509110342,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Offer_88605915 Application_1536559760,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_734370669 Application_1539007604,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_2002505427 Offer_1745523827 Offer_1935083729,26,4,1,1,1,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Offer_1526502111 Application_1976232739,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_366817252 Application_164038104,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,17,0
 Offer_2072669573 Offer_855245449 Offer_362510072 Application_151895500,31,6,1,1,1,1,1,1,0,6,1,0,0,0,1,2,3,0,0,1,0,2,0,1,1,4,2,1,26,1
 Offer_1415346762 Application_893757034 Offer_1503746022,25,4,1,0,0,1,1,1,0,4,2,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,23,4
 Offer_17871743 Application_654780783 Offer_1193051936 Offer_375879543 Offer_1883957027,32,8,0,0,0,1,1,0,0,8,0,0,1,0,0,2,4,0,1,1,0,2,0,1,1,8,0,1,23,1
 Application_17817462 Offer_1175930591,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_947595039 Offer_609832037,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_875151106 Offer_1528327819 Offer_597441058,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Application_1701481408 Offer_1794306852,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1885148014 Application_233337461,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1663257357 Offer_123691506,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1628993099 Offer_1095910446,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_2081891402 Offer_48862885 Application_80681735 Offer_1791331759,30,6,1,0,0,1,1,1,0,6,1,0,0,0,1,2,3,0,0,1,0,3,0,1,1,4,2,1,25,1
 Offer_503311155 Application_16251299,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_913040234 Offer_1344939831 Offer_780642072 Offer_420056586,30,6,1,0,0,1,1,1,0,6,1,0,0,0,1,2,3,0,0,1,0,3,0,1,1,4,2,1,25,1
 Offer_1312538837 Application_1944555010,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_272676950 Application_1275269713,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_561657860 Offer_1056822428,25,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,19,5
 Application_1077940062 Offer_2057425875,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_1241141178 Application_751573840,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,19,0
 Offer_214615103 Application_800643944,21,2,1,1,1,1,1,1,0,2,1,0,0,0,0,2,1,0,1,1,2,1,1,1,1,0,0,1,21,0
 Application_438370470 Offer_541075766,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1482314710 Offer_1531793014 Application_1709861706 Offer_1001690167 Offer_822701021,40,8,2,1,1,1,1,2,0,8,1,0,0,0,1,2,4,0,0,1,0,4,0,1,1,6,2,1,30,1
 Application_1721818249 Offer_61819817,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_903363325 Application_1976377973,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_786788489 Application_1236000548,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1925918228 Application_57906713,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_1302708331 Offer_1909921803 Application_619394730,23,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,0,21,4
 Application_1682753351 Offer_222492511,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_442441979 Offer_1051682859,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,17,0
 Application_2006601480 Offer_2098622751 Offer_519458166,27,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,0,23,4
 Offer_162091409 Application_2011065017 Offer_1234521980,22,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,1,1,0,2,0,1,1,4,0,1,19,0
 Offer_333317941 Offer_1567256210 Application_1616784402,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Offer_1067881258 Application_585179815,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_855927863 Offer_1529369643 Offer_1858475389,32,4,3,2,2,1,1,3,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,1
 Application_528671776 Offer_2067304832,19,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,19,0
 Application_890975854 Offer_1677406632,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Application_1602527928 Offer_84675364,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_2079757103 Offer_397132441 Application_212645625,22,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,1,1,0,2,0,1,1,4,0,1,19,0
 Offer_318573151 Application_1730837996,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_2107042071 Application_184121316,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_967696228 Application_1582989844,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_148748151 Offer_1177170507,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_741388514 Application_507010448,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_756641253 Offer_545237894,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Offer_2098910915 Application_670260631,22,2,2,1,1,1,1,2,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,20,0
 Offer_1143160749 Application_1548257044,25,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,5
 Offer_958755615 Application_184807860 Offer_1012475205,25,4,1,0,0,1,1,1,0,4,1,0,0,0,0,2,2,0,1,1,4,2,1,1,1,0,0,1,22,4
 Offer_2039016490 Application_816636748,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1815113796 Application_500409842,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1881763614 Application_1348536342,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_762767846 Offer_239721604,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1818397896 Application_1007766945,17,2,1,0,0,1,1,1,0,2,1,1,0,0,1,2,1,0,0,0,0,0,0,1,1,0,2,1,17,0
 Offer_1712303515 Application_759565031,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1572396676 Offer_1210151642 Offer_1029200891,24,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,22,4
 Offer_1816917834 Application_1458580558,21,2,2,1,1,1,1,2,0,2,1,0,0,0,0,2,1,0,0,1,0,1,1,1,1,2,0,0,19,0
 Offer_118351575 Application_322827900,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_639168651 Offer_124718601,10,2,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,10,3
 Offer_1996252728 Application_376091414,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_670113395 Offer_611157547,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_829700672 Application_1753342391,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1940422558 Offer_1272299414 Application_1639271434,23,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,21,4
 Application_1618133940 Offer_921245784,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_1458945384 Offer_713670546 Offer_1179657490,26,4,1,1,1,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Application_758636411 Offer_1494583696,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_423617792 Offer_74130276 Application_1100130155 Offer_18721898,37,6,2,2,2,1,1,2,0,6,2,0,0,0,1,2,3,0,1,1,0,2,0,1,1,4,2,1,28,1
 Offer_2081431743 Application_1457811809,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_316925460 Offer_866271500,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_639141458 Offer_1409750905 Offer_992727026,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,0,1,1,4,0,1,17,0
 Application_1460455963 Offer_1997447238,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1831720363 Offer_2048894026 Application_674937485,29,4,2,2,2,1,1,2,0,4,1,0,1,0,0,2,2,0,0,0,0,2,0,1,1,4,0,1,22,4
 Offer_284962763 Application_62036840,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1821936014 Application_384716984 Offer_1102600930,33,4,3,3,3,1,1,3,0,4,1,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,23,1
 Application_1903573956 Offer_1487625791,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1902597416 Offer_413003797 Offer_1731543299,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,1,1,0,1,0,1,1,4,0,1,18,0
 Offer_1285151514 Application_2048746515,23,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,0
 Offer_216964783 Application_533600678,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Offer_1294597571 Application_1109453494,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1974780251 Application_1154893223,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_58772485 Application_763956697,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_1463263088 Offer_1045062652,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_2049345048 Application_1022414754,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_1671162028 Offer_2103662447,21,2,2,1,1,1,1,2,0,2,1,1,0,0,1,2,1,0,0,0,0,0,0,1,1,0,2,1,19,0
 Application_1321545538 Offer_223031820,23,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Application_1904170506 Offer_2004631518,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_536348461 Offer_1866684947,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_759522218 Offer_945765142,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1160149760 Offer_427636996,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1556295020 Application_781084967,29,2,4,3,3,1,1,4,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Offer_955612389 Application_1468372465,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_882603545 Offer_215621925,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_157525377 Application_1550195962,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_663551062 Offer_658191981,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_2125168706 Offer_226837613 Offer_46232999,29,4,2,1,1,1,1,2,0,4,2,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,25,4
 Offer_573536080 Application_1295337736,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Application_74504168 Offer_994563137,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_2105723975 Offer_985614907 Application_286617228,27,4,2,1,1,1,1,2,0,4,1,1,0,0,1,2,2,0,0,0,0,1,0,1,1,2,2,1,23,4
 Offer_1979758844 Application_253435738,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Application_181705871 Offer_1288890405,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_2042406121 Offer_924943427,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Offer_692893005 Application_1861262203,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1966896227 Offer_364003980,25,2,3,2,2,1,1,3,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,19,5
 Application_1696908164 Offer_1182747324,25,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,5
 Offer_1005889553 Application_892006549,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_668485405 Offer_1917342014,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_292802394 Application_1523994672,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Application_1300770764 Offer_1454724306 Offer_1454406004,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Offer_270454918 Application_964717064,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_536568889 Offer_21471247,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Offer_195929197 Application_2047051815,23,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,0
 Offer_1525655486 Application_1465315204 Offer_1376587826,27,4,2,1,1,1,1,2,0,4,1,1,0,0,1,2,2,0,0,0,0,1,0,1,1,2,2,1,23,4
 Application_1325690128 Offer_361230581,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1595808379 Offer_9801636 Application_1465423467,30,4,2,2,2,1,1,2,0,4,1,1,0,0,1,2,2,0,0,1,0,1,0,1,1,2,2,1,24,4
 Offer_274851543 Application_485232482,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_1110160976 Offer_1430733055,27,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,5
 Offer_1210382088 Application_661799053,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1228442787 Offer_153434484 Offer_827011124 Application_126320002,43,6,4,3,3,1,1,4,0,6,2,0,0,0,1,2,3,0,0,1,0,3,0,1,1,4,2,1,28,2
 Application_1108278358 Offer_1427277069,20,2,1,1,1,1,1,1,0,2,1,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,20,0
 Offer_508840428 Application_967395832,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1159117623 Application_1840889121,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_285616009 Application_910690145,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1951979011 Offer_337208673,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_2025502544 Offer_876545560,19,2,1,1,1,1,1,1,0,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,19,0
 Offer_1003205723 Application_793007614,27,2,3,3,3,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,19,5
 Offer_1508721967 Application_2097070102,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_1899157866 Application_293013801,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_817062245 Application_642840882,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Offer_965115078 Offer_432498708 Application_1167898500,33,4,2,2,2,1,1,3,0,4,2,0,0,0,1,2,2,0,1,1,0,2,0,1,1,2,2,1,26,4
 Application_952953051 Offer_489083380 Offer_1676980670,24,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,22,4
 Application_327346593 Offer_1311317394,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1129416788 Offer_370405930,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_63284294 Application_1374375670 Offer_829492538,37,4,4,3,3,1,1,4,0,4,2,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,25,1
 Application_2095601418 Offer_721157659,14,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,14,3
 Application_754793250 Offer_1871192014 Offer_1521562129,26,4,1,1,1,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Offer_906284040 Application_1302848521,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_472673655 Application_862432388 Offer_1162759486,20,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,0,1,1,4,0,1,17,0
 Application_509142953 Offer_1841998069 Offer_25370650,25,4,1,1,1,1,1,1,0,4,1,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,23,4
 Offer_676859607 Application_888403819,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_445085316 Offer_1766710459 Application_826092637 Offer_795090300,27,6,0,0,0,1,1,0,0,6,0,0,1,0,0,2,3,0,0,1,0,3,0,1,1,6,0,1,21,4
 Application_2018258104 Offer_2046149331 Offer_1171949473 Offer_1551337643,43,6,4,4,4,1,1,4,0,6,1,0,1,0,0,2,3,0,0,0,0,3,0,1,1,6,0,1,25,2
 Application_1593644307 Offer_724546572,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1909163378 Offer_1760721124,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_422582309 Application_1696321554,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Offer_1352273680 Application_899557558,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_1329310356 Offer_13438165 Offer_1868895622,32,4,2,2,2,1,1,2,0,4,2,0,0,0,1,2,2,0,1,1,0,2,0,1,1,2,2,1,26,4
 Offer_906026466 Application_250709803 Offer_282187321,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Offer_1737792241 Application_4214451 Offer_477131700,28,4,2,1,1,1,1,2,0,4,2,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,24,4
 Application_1739460565 Offer_190925202,19,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,19,0
 Offer_24800017 Application_1310591125,19,2,1,1,1,1,1,1,0,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,19,0
 Offer_961541893 Application_960810256,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1708226981 Offer_573946797,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1278575157 Offer_340880740,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_335494802 Application_939806803,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_1796746027 Application_1550595412,19,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,1,1,2,1,1,1,1,0,0,1,19,0
