@@object,@@object_lifecycle_length,@@object_general_interaction_graph,@@ocel_lif_activity_A_Validating,@@ocel_lif_activity_A_Incomplete,@@ocel_lif_activity_W_Call incomplete files,@@ocel_lif_activity_A_Accepted,@@ocel_lif_activity_A_Concept,@@ocel_lif_activity_W_Validate application,@@ocel_lif_activity_W_Shortened completion ,@@ocel_lif_activity_O_Created,@@ocel_lif_activity_O_Returned,@@ocel_lif_activity_O_Sent (online only),@@ocel_lif_activity_W_Assess potential fraud,@@ocel_lif_activity_W_Call after offers,@@ocel_lif_activity_O_Create Offer,@@ocel_lif_activity_W_Personal Loan collection,@@ocel_lif_activity_W_Handle leads,@@ocel_lif_activity_A_Submitted,@@ocel_lif_activity_O_Refused,@@ocel_lif_activity_O_Sent (mail and online),@@ocel_lif_activity_A_Denied,@@ocel_lif_activity_A_Create Application,@@ocel_lif_activity_A_Complete,@@ocel_lif_activity_O_Cancelled,@@ocel_lif_activity_W_Complete application,@@object_lifecycle_unq_act,cluster
 Offer_1594758962 Application_738653118,-0.543859649122807,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.3125,2
 Application_1857636845 Offer_1376421428,-0.6842105263157895,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,0
 Application_23547632 Offer_1836049459,-0.6842105263157895,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,0
 Offer_336788207 Application_473484613,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Application_854595471 Offer_341341294,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Offer_1890392121 Application_1363909203 Offer_1799307919,-0.543859649122807,-0.75,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.75,-0.3333333333333333,-0.6666666666666667,-1.0,0.0,-0.75,-1.0,-1.0,-1.0,-0.7142857142857142,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,1
 Application_731487477 Offer_1058838543,-0.6140350877192983,-1.0,-0.6666666666666667,-0.6,-0.6,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.3125,2
 Application_44362372 Offer_813698022 Offer_1486338226,-0.543859649122807,-0.75,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,-1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,1
 Offer_1604489037 Application_645105188,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_1342694877 Application_2112209240,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_1767968718 Application_1038559722,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,0
 Offer_1528982943 Application_998576013,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_295175776 Application_1877420980,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_1283419871 Application_2100723398,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Application_1021748617 Offer_1469172827,-0.6140350877192983,-1.0,-0.6666666666666667,-0.6,-0.6,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,0.3333333333333332,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,4
 Application_2100914196 Offer_862805123,-0.6491228070175439,-1.0,-0.6666666666666667,-0.6,-0.6,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,2
 Offer_2141055416 Application_2099887028,-0.6140350877192983,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Offer_1537729536 Application_1503772503,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Application_94670320 Offer_2021241345,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Application_959743614 Offer_267550514,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Application_52994701 Offer_1238810204,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Application_1030292282 Offer_1550469508,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Application_2014598371 Offer_1329681384,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_381281217 Application_1551445155 Offer_1830592998,-0.5087719298245614,-0.75,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-0.75,-0.3125,3
 Offer_190078446 Application_1457780790,-0.6842105263157895,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,0
 Application_1909483907 Offer_1796963640,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_666326830 Application_1969034315,-0.6491228070175439,-1.0,-0.6666666666666667,-0.6,-0.6,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,2
 Application_415781818 Offer_1803805732 Offer_308231292,-0.4035087719298246,-0.75,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,-1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-0.75,-0.25,4
 Application_1908753603 Offer_622803483,-0.4736842105263158,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,0.3333333333333332,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.25,2
 Offer_636551275 Application_1585186665 Offer_892980273,-0.5087719298245614,-0.75,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-0.75,-0.3125,3
 Offer_1438462486 Application_3818082,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_1533231873 Application_1589739639 Offer_1371539603 Offer_1223693780,-0.3333333333333332,-0.5,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.5,-0.3333333333333333,-1.0,-1.0,0.0,-0.5,-1.0,-1.0,-1.0,-0.7142857142857142,-0.1428571428571429,-1.0,-1.0,1.0,-0.3333333333333333,-0.75,-0.125,1
 Application_806358684 Offer_1981044800,-0.6140350877192983,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Application_1194465021 Offer_1684156834,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Offer_136856879 Application_1542115098,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Application_951640089 Offer_1284543943,-0.4736842105263158,-1.0,0.0,-0.1999999999999999,-0.1999999999999999,-1.0,-1.0,-0.25,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Application_1429560725 Offer_498997239,-0.543859649122807,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.3125,2
 Application_415636952 Offer_550258014,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_1931969168 Application_1140496903,-0.5789473684210527,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,2
 Offer_1124543465 Application_1784944853,-0.4385964912280702,-1.0,0.0,-0.1999999999999999,-0.1999999999999999,-1.0,-1.0,-0.25,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,5
 Offer_544807141 Offer_628604286 Offer_507922760 Application_70614303,-0.3333333333333332,-0.5,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.5,-0.3333333333333333,-1.0,-1.0,0.0,-0.5,-1.0,-1.0,-1.0,-0.4285714285714285,-0.1428571428571429,-1.0,-1.0,1.0,-1.0,-0.75,-0.1875,1
 Application_1942568982 Offer_1939248770,-0.6842105263157895,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,0
 Application_953075714 Offer_1626081241,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Application_662659972 Offer_1429843047,-0.6140350877192983,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-1.0,-0.4375,2
 Offer_1140115920 Application_926378406 Offer_1792897530,-0.3333333333333332,-0.75,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-0.5,1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-0.75,-0.125,3
 Offer_836780100 Application_1159183169,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Application_1207781516 Offer_1335108137,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Offer_921937032 Application_158116531 Offer_278235687 Offer_47825781,-0.2631578947368422,-0.5,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-0.5,-0.3333333333333333,-1.0,-0.3333333333333333,0.0,-0.5,-1.0,-1.0,-1.0,-0.4285714285714285,-0.1428571428571429,-1.0,-1.0,1.0,-1.0,-0.75,-0.125,1
 Application_1231776894 Offer_419763456 Offer_634677470 Offer_8957746,-0.3333333333333332,-0.5,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.5,-0.3333333333333333,-1.0,-1.0,0.0,-0.5,-1.0,-1.0,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,1.0,0.3333333333333332,-0.75,-0.125,1
 Offer_1999247493 Application_998502130,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_2013460650 Application_1909395512,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Application_523421470 Offer_1873898786,-0.6491228070175439,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-0.3333333333333333,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,2
 Offer_2027407645 Application_1553842114,-0.6842105263157895,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,0
 Application_63923439 Offer_2070715652,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Offer_1722162638 Application_674731256 Offer_951371051,-0.6842105263157895,-0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-0.3333333333333333,-0.75,-0.5625,1
 Application_1114052248 Offer_368057988,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-0.3333333333333333,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-1.0,-0.5,2
 Offer_1999207227 Application_124569708,-0.6140350877192983,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Application_1627135926 Offer_1600442228,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Application_942332308 Offer_789855421,-0.6842105263157895,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,0
 Application_1392404643 Offer_1443518530,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Offer_1777035564 Application_66072191,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Application_452860410 Offer_1061645100,-0.6140350877192983,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.4375,4
 Offer_1062440201 Application_1443205860 Offer_11543895,-0.6491228070175439,-0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-1.0,-0.5625,0
 Offer_1993320803 Offer_947430705 Application_2019764321,-0.543859649122807,-0.75,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.75,-0.3333333333333333,-0.6666666666666667,-1.0,0.0,-0.75,-1.0,-1.0,1.0,-0.7142857142857142,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-1.0,-0.375,3
 Offer_1316729110 Application_373617428,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5,0
 Application_135504542 Offer_337691966,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Offer_847013402 Application_763187036 Offer_278365522,-0.4035087719298246,-0.75,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-1.0,-1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-0.75,-0.25,4
 Offer_1487408979 Application_977223897 Offer_1803173882,-0.4736842105263158,-0.75,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-0.5,1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-0.75,-0.25,3
 Offer_1289962905 Offer_1334158068 Application_1160294540,-0.543859649122807,-0.75,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.75,-0.3333333333333333,-0.6666666666666667,-1.0,0.0,-0.75,-1.0,-1.0,-1.0,-0.7142857142857142,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,1
 Offer_543160550 Offer_732566088 Application_284027138 Offer_1876288229 Offer_1987107342,-0.1929824561403508,-0.25,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.25,-0.3333333333333333,-1.0,-1.0,0.0,-0.25,-1.0,-1.0,-1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,0.3333333333333332,-0.75,-0.0625,1
 Offer_661892970 Application_396471385,-0.5789473684210527,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,2
 Application_123281093 Offer_75035783,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Offer_1388757244 Application_1244824900,-0.7192982456140351,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Offer_1240995664 Application_457099325,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-0.6666666666666667,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
 Offer_1094043748 Application_182914615,-0.4035087719298246,-1.0,0.0,-0.1999999999999999,-0.1999999999999999,-1.0,-1.0,-0.25,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.3125,5
 Offer_1452287496 Application_647263153,-0.5789473684210527,-1.0,-0.3333333333333333,-0.6,-0.6,-1.0,-1.0,-0.5,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.375,2
 Offer_496406773 Offer_392024421 Application_756906518,-0.4736842105263158,-0.75,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.75,-0.3333333333333333,-1.0,-1.0,0.0,-0.75,-1.0,-0.5,1.0,-0.7142857142857142,-0.4285714285714286,-1.0,-1.0,1.0,-1.0,-0.75,-0.25,3
 Offer_128066065 Application_1139692633,-0.7543859649122807,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7142857142857143,-1.0,-1.0,1.0,-1.0,-0.75,-0.5625,1
